id,1_left,1_top,1_status,2_left,2_top,2_status,3_left,3_top,3_status,4_left,4_top,4_status,5_left,5_top,5_status,6_left,6_top,6_status,7_left,7_top,7_status,8_left,8_top,8_status,9_left,9_top,9_status,10_left,10_top,10_status,11_left,11_top,11_status,12_left,12_top,12_status,13_left,13_top,13_status,14_left,14_top,14_status,15_left,15_top,15_status,16_left,16_top,16_status,17_left,17_top,17_status,18_left,18_top,18_status,19_left,19_top,19_status,20_left,20_top,20_status,21_left,21_top,21_status,22_left,22_top,22_status,23_left,23_top,23_status,24_left,24_top,24_status,25_left,25_top,25_status,26_left,26_top,26_status,27_left,27_top,27_status,28_left,28_top,28_status,29_left,29_top,29_status,30_left,30_top,30_status,31_left,31_top,31_status,32_left,32_top,32_status,33_left,33_top,33_status,34_left,34_top,34_status,35_left,35_top,35_status,36_left,36_top,36_status,37_left,37_top,37_status,38_left,38_top,38_status,39_left,39_top,39_status,40_left,40_top,40_status,41_left,41_top,41_status,42_left,42_top,42_status,43_left,43_top,43_status,44_left,44_top,44_status,45_left,45_top,45_status,46_left,46_top,46_status,47_left,47_top,47_status,48_left,48_top,48_status,amount
texas_holdem_pre_flop_5,-616,-346,active,-676,-356,active,-756,-346,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,40,-306,active,35,-385,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,464,-220,active,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,440,265,active,510,285,active,490,205,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-680,-25,active,-620,15,active,-680,75,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
texas_holdem_flop_0,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_1,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_2,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_3,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_4,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,540,-60,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,820,560,,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_5,-150,-275,active,-150,-285,active,-45,-275,active,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,540,-60,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,530,275,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,100
texas_holdem_flop_6,-150,-275,active,-150,-285,active,-45,-275,active,-656,-366,active,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-285,active,205,-386,,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-295,active,540,-60,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-305,active,530,275,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-315,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,100
texas_holdem_turn_0,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-295,active,-45,-305,active,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-315,active,-45,-325,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-335,active,-45,-345,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-355,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,140
texas_holdem_turn_1,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-295,active,-45,-305,active,65,-646,,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-315,active,-45,-325,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-335,active,-45,-345,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-355,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,140
texas_holdem_turn_2,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-295,active,-45,-305,active,205,-386,active,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-315,active,-45,-325,active,845,-290,,845,-280,,740,-280,,740,-280,,-150,-335,active,-150,-345,active,-45,-335,active,-45,-345,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-355,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,140
texas_holdem_turn_3,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-936,-646,,-936,-636,,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-295,active,-45,-305,active,205,-386,active,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-315,active,-45,-325,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-335,active,-45,-345,active,820,570,,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-355,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,140
texas_holdem_turn_4,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-656,-366,active,-656,-366,active,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-295,active,-45,-305,active,205,-386,active,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-315,active,-45,-325,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-335,active,-45,-345,active,530,275,active,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-355,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,140
texas_holdem_river_0,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_river_1,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,65,-636,,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_river_2,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,205,-386,active,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,820,580,,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_river_3,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-936,-536,,-936,-536,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,205,-386,active,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,530,275,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_river_4,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-656,-366,active,-656,-366,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,205,-386,active,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,530,275,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_river_5,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-656,-366,active,-656,-366,,-150,-295,active,-150,-305,active,-45,-305,active,-45,-315,active,-45,-325,active,205,-386,active,65,-536,,65,-536,,-150,-315,active,-150,-325,active,-45,-335,active,-45,-345,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-335,active,-150,-345,active,-45,-355,active,-45,-365,active,-45,-375,active,530,275,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-355,active,-150,-365,active,-45,-385,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,170
texas_holdem_showdown_0,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-150,-295,active,-150,-295,,-150,-305,active,-150,-315,active,-45,-305,active,-45,-315,active,-45,-325,active,-45,-335,active,65,-536,,65,-536,,-150,-325,active,-150,-335,active,-45,-345,active,-45,-355,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-345,active,-150,-355,active,-45,-365,active,-45,-375,active,-45,-385,active,-45,-395,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-365,active,-150,-375,active,-45,-405,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,195
texas_holdem_showdown_1,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-150,-295,active,-150,-295,,-150,-305,active,-150,-315,active,-45,-305,active,-45,-315,active,-45,-325,active,-45,-335,active,65,-536,,65,-536,,-150,-325,active,-150,-335,active,-45,-345,active,-45,-355,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-345,active,-150,-355,active,-45,-365,active,-45,-375,active,-45,-385,active,-45,-395,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-365,active,-150,-375,active,-45,-405,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,195
texas_holdem_showdown_2,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-150,-295,active,-150,-295,,-150,-305,active,-150,-315,active,-45,-305,active,-45,-315,active,-45,-325,active,-45,-335,active,65,-536,,65,-536,,-150,-325,active,-150,-335,active,-45,-345,active,-45,-355,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-345,active,-150,-355,active,-45,-365,active,-45,-375,active,-45,-385,active,-45,-395,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-365,active,-150,-375,active,-45,-405,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,195
texas_holdem_showdown_3,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-150,-295,active,-150,-295,,-150,-305,active,-150,-315,active,-45,-305,active,-45,-315,active,-45,-325,active,-45,-335,active,65,-536,,65,-536,,-150,-325,active,-150,-335,active,-45,-345,active,-45,-355,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-345,active,-150,-355,active,-45,-365,active,-45,-375,active,-45,-385,active,-45,-395,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-365,active,-150,-375,active,-45,-405,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,195
texas_holdem_showdown_4,-150,-275,active,-150,-285,active,-45,-275,active,-45,-285,active,-45,-295,active,-45,-295,active,-150,-295,active,-150,-295,,-150,-305,active,-150,-315,active,-45,-305,active,-45,-315,active,-45,-325,active,-45,-335,active,65,-536,,65,-536,,-150,-325,active,-150,-335,active,-45,-345,active,-45,-355,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-150,-345,active,-150,-355,active,-45,-365,active,-45,-375,active,-45,-385,active,-45,-395,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-150,-365,active,-150,-375,active,-45,-405,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,195
texas_holdem_showdown_5,-370,-510,active,-370,-520,active,-260,-510,active,-260,-520,active,-260,-530,active,-260,-530,active,-370,-530,active,-370,-530,,-370,-540,active,-370,-550,active,-260,-540,active,-260,-550,active,-260,-560,active,-260,-570,active,65,-536,,65,-536,,-370,-560,active,-370,-570,active,-260,-580,active,-260,-590,active,850,-290,fold,850,-290,fold,850,-290,fold,850,-290,fold,-370,-580,active,-370,-590,active,-260,-600,active,-260,-610,active,-260,-620,active,-260,-630,active,820,460,,820,460,,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-155,580,fold,-370,-600,active,-370,-610,active,-260,-640,active,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,-960,205,fold,0
